got_pizza,karma,age,raop_age,pop_request,activity,total_posts,raop_posts,prev_raop_post,words,poor,student,grateful,score
0,8391,1081.53594907,258.539293981,11,75,69,0,First Post,43,Poor not in post,No student,Grateful not in post,3
1,5988,922.426168981,37.8286342593,4,125,60,0,First Post,134,Poor not in post,No student,Grateful not in post,-5
0,0,0,0,5,0,0,0,First Post,NA,Poor not in post,No student,Grateful not in post,NA
1,289,348.367037037,0,4,10,2,0,First Post,152,Poor not in post,No student,Grateful not in post,11
0,2326,523.116365741,0,5,59,72,0,First Post,69,Poor not in post,Student,Grateful not in post,1
0,0,0,0,1,0,0,0,First Post,190,Poor not in post,No student,Grateful not in post,-2
0,0,0,0,9,0,0,0,First Post,110,Poor not in post,No student,Grateful not in post,-7
0,2770,797.943645833,0,1,63,33,0,First Post,44,Poor not in post,No student,Grateful not in post,-3
0,0,0,0,14,0,0,0,First Post,49,Poor not in post,No student,Grateful not in post,10
0,-1,0,0,2,1,0,0,First Post,76,Poor not in post,No student,Grateful not in post,-4
0,901,72.0291435185,0,5,27,8,0,First Post,85,Poor not in post,No student,Grateful not in post,-4
0,1201,301.860752315,0,3,27,20,0,First Post,85,Poor not in post,No student,Grateful not in post,15
0,46,460.31375,0,2,10,2,0,First Post,52,Poor not in post,No student,Grateful not in post,0
1,776,579.217280093,0,3,39,54,0,First Post,96,Poor not in post,No student,Grateful not in post,15
0,6065,415.173854167,0,2,36,56,0,First Post,30,Poor not in post,No student,Grateful not in post,-1
1,1335,391.372395833,0,3,61,69,0,First Post,92,Poor not in post,No student,Grateful not in post,-2
0,0,0,0,5,0,0,0,First Post,169,Poor not in post,No student,Grateful not in post,-2
1,118,49.6147685185,0,3,7,4,0,First Post,98,Poor not in post,No student,Grateful not in post,-1
1,1087,273.090960648,196.099444444,2,13,7,0,First Post,85,Poor not in post,No student,Grateful not in post,2
0,4,0.821805555556,0,6,2,0,0,First Post,38,Poor not in post,No student,Grateful not in post,3
0,974,506.715300926,0,2,36,25,0,First Post,47,Poor not in post,No student,Grateful not in post,1
1,22768,1009.19209491,185.583425926,2,57,323,0,First Post,48,Poor not in post,No student,Grateful not in post,1
1,124,110.830393519,0,4,14,12,0,First Post,59,Poor in post,No student,Grateful not in post,2
0,-1,0,0,0,1,0,0,First Post,132,Poor not in post,No student,Grateful not in post,2
0,1225,684.559548611,0,4,20,7,0,First Post,16,Poor not in post,No student,Grateful not in post,1
0,0,0,0,6,0,0,0,First Post,126,Poor not in post,No student,Grateful not in post,19
0,801,263.199328704,11.1474074074,13,45,12,0,First Post,24,Poor not in post,No student,Grateful not in post,2
1,320,132.717604167,0,2,9,10,0,First Post,120,Poor not in post,No student,Grateful in post,-5
1,1565,226.640115741,0,2,20,10,0,First Post,125,Poor not in post,Student,Grateful not in post,1
0,77,1092.31241898,0,5,15,3,0,First Post,76,Poor not in post,No student,Grateful not in post,3
0,5,50.770150463,0,14,2,0,0,First Post,32,Poor not in post,No student,Grateful not in post,3
0,0,0,0,5,0,0,0,First Post,45,Poor not in post,No student,Grateful not in post,2
0,7,713.31349537,0,0,3,1,0,First Post,245,Poor not in post,No student,Grateful not in post,3
0,2119,105.089479167,0,3,36,17,0,First Post,23,Poor not in post,No student,Grateful not in post,-4
0,1,913.020208333,0,8,2,1,0,First Post,68,Poor not in post,No student,Grateful not in post,0
0,28,254.681041667,0,1,4,0,0,First Post,69,Poor not in post,No student,Grateful in post,3
0,1,253.56056713,0,3,3,1,0,First Post,35,Poor not in post,No student,Grateful not in post,-3
0,57,223.93181713,0,5,11,3,0,First Post,54,Poor not in post,No student,Grateful not in post,4
0,0,0,0,9,0,0,0,First Post,43,Poor not in post,No student,Grateful not in post,-2
0,74,123.144675926,0,2,11,3,0,First Post,50,Poor not in post,Student,Grateful not in post,2
0,234,126.086203704,0,1,19,15,0,First Post,22,Poor not in post,No student,Grateful not in post,0
0,-1,5.9587037037,5.9587037037,4,1,3,3,Posted Before,49,Poor not in post,No student,Grateful not in post,-8
0,10935,612.717395833,0,13,108,157,0,First Post,9,Poor not in post,No student,Grateful not in post,0
0,32,162.167824074,38.0138310185,11,3,5,2,Posted Before,27,Poor not in post,No student,Grateful not in post,3
0,87,133.670555556,0.0157175925926,2,5,0,0,First Post,60,Poor not in post,No student,Grateful not in post,1
0,3397,961.003715278,203.491724537,2,73,46,1,Posted Before,87,Poor not in post,Student,Grateful not in post,9
0,0,0,0,5,0,0,0,First Post,72,Poor not in post,No student,Grateful not in post,3
1,4,25.3292476852,0,6,2,0,0,First Post,7,Poor not in post,No student,Grateful not in post,-4
0,8602,438.800393519,72.8151157407,16,60,93,1,Posted Before,736,Poor not in post,Student,Grateful not in post,-25
0,2,86.1930902778,0,7,3,3,0,First Post,38,Poor not in post,No student,Grateful not in post,0
0,76,170.716446759,0,9,13,5,0,First Post,47,Poor not in post,No student,Grateful not in post,1
0,1838,285.685775463,0,2,31,7,0,First Post,40,Poor not in post,Student,Grateful not in post,0
1,1927,364.348611111,0,13,27,139,0,First Post,200,Poor not in post,No student,Grateful not in post,11
0,255,135.755798611,0,11,10,5,0,First Post,69,Poor not in post,No student,Grateful not in post,-1
0,1581,95.1977199074,0,4,34,10,0,First Post,33,Poor not in post,No student,Grateful not in post,0
0,26,695.320752315,0,2,6,1,0,First Post,2,Poor not in post,No student,Grateful not in post,0
0,7030,460.000393519,363.088553241,5,85,82,0,First Post,22,Poor not in post,No student,Grateful not in post,3
0,3714,387.310196759,0,3,33,61,0,First Post,NA,Poor not in post,No student,Grateful not in post,NA
1,2828,392.798796296,38.762037037,3,52,22,1,Posted Before,49,Poor in post,No student,Grateful not in post,-3
0,232,315.675752315,0,5,18,50,0,First Post,93,Poor not in post,No student,Grateful not in post,5
0,212,254.904675926,0,4,16,0,0,First Post,NA,Poor not in post,No student,Grateful not in post,NA
1,7001,430.22150463,0,9,45,87,0,First Post,54,Poor not in post,No student,Grateful not in post,2
0,1781,88.7797453704,0,5,17,14,0,First Post,56,Poor not in post,No student,Grateful not in post,10
0,8,39.8444328704,0,4,6,4,0,First Post,56,Poor not in post,No student,Grateful not in post,3
0,0,0,0,4,0,0,0,First Post,41,Poor not in post,No student,Grateful not in post,3
0,65,88.8332175926,0,16,7,2,0,First Post,9,Poor not in post,No student,Grateful not in post,1
0,1520,278.767349537,0,1,36,17,0,First Post,51,Poor not in post,No student,Grateful not in post,3
0,277,261.948668981,0.863298611111,1,18,8,0,First Post,93,Poor not in post,Student,Grateful not in post,7
0,0,0,0,2,0,0,0,First Post,16,Poor not in post,No student,Grateful not in post,0
0,466,102.038680556,0,2,12,0,0,First Post,49,Poor not in post,No student,Grateful not in post,9
0,0,0,0,2,0,0,0,First Post,69,Poor not in post,No student,Grateful not in post,4
1,2,4.0375,0,4,2,0,0,First Post,104,Poor not in post,No student,Grateful not in post,-3
0,2,88.5131018519,0.954143518519,4,3,1,1,Posted Before,23,Poor not in post,No student,Grateful not in post,-3
0,5069,372.306828704,0,3,33,173,0,First Post,103,Poor not in post,No student,Grateful not in post,4
0,641,570.033391204,210.885590278,3,31,8,0,First Post,58,Poor not in post,No student,Grateful not in post,3
0,403,121.549780093,0,1,29,29,0,First Post,78,Poor not in post,No student,Grateful not in post,-1
1,7,45.1333680556,0,3,2,2,0,First Post,129,Poor not in post,No student,Grateful not in post,8
0,0,0,0,2,1,0,0,First Post,26,Poor not in post,No student,Grateful not in post,0
1,33,11.800891203700001,11.800891203700001,3,6,0,0,First Post,113,Poor not in post,No student,Grateful not in post,-4
0,2794,184.864664352,0,5,20,37,0,First Post,32,Poor not in post,No student,Grateful not in post,7
0,1287,383.914976852,0,5,45,13,0,First Post,57,Poor not in post,No student,Grateful not in post,2
0,64,511.799814815,0,54,8,14,0,First Post,94,Poor not in post,No student,Grateful not in post,7
0,0,0,0,5,0,0,0,First Post,177,Poor not in post,No student,Grateful not in post,-17
0,68436,1654.78194444,0,14,87,867,0,First Post,30,Poor not in post,No student,Grateful not in post,0
0,13,28.393912037,0,9,1,1,0,First Post,50,Poor not in post,No student,Grateful not in post,3
0,0,0,0,1,0,0,0,First Post,85,Poor not in post,No student,Grateful not in post,2
1,542,693.422847222,202.802488426,3,14,0,0,First Post,99,Poor in post,No student,Grateful not in post,-6
0,-5,749.897650463,0,2,12,5,0,First Post,76,Poor not in post,No student,Grateful not in post,5
1,11080,898.377569444,0,18,182,143,0,First Post,142,Poor not in post,No student,Grateful not in post,5
0,1510,738.723344907,0,12,30,27,0,First Post,154,Poor in post,No student,Grateful not in post,-21
0,238,203.782337963,4.12300925926,4,38,6,0,First Post,NA,Poor not in post,No student,Grateful not in post,NA
1,1,6.66306712963,0,10,1,1,0,First Post,33,Poor not in post,No student,Grateful not in post,6
0,34,90.3582175926,0,1,6,15,0,First Post,78,Poor not in post,No student,Grateful in post,5
1,113,99.1046759259,0,4,11,6,0,First Post,75,Poor not in post,No student,Grateful not in post,5
0,0,0,0,6,0,0,0,First Post,71,Poor not in post,No student,Grateful in post,3
0,1424,387.277997685,0,2,35,30,0,First Post,84,Poor not in post,No student,Grateful not in post,6
0,25,315.681458333,0,11,1,1,0,First Post,28,Poor not in post,No student,Grateful not in post,3
0,11,7.9496412037,2.86378472222,4,2,1,0,First Post,45,Poor not in post,No student,Grateful not in post,2
0,51,430.894826389,0,11,1,0,0,First Post,36,Poor not in post,No student,Grateful not in post,3
0,3,0,0,6,1,0,0,First Post,79,Poor not in post,No student,Grateful not in post,-3
0,12,7.01599537037,2.13025462963,4,3,5,1,Posted Before,4,Poor not in post,No student,Grateful not in post,NA
0,0,0,0,20,0,0,0,First Post,146,Poor not in post,No student,Grateful not in post,3
1,77,40.9208680556,0,3,15,2,0,First Post,63,Poor not in post,Student,Grateful not in post,-1
0,59,96.1322106481,0,1,13,2,0,First Post,19,Poor not in post,No student,Grateful not in post,3
0,910,251.369756944,0,5,28,13,0,First Post,75,Poor not in post,No student,Grateful not in post,-1
0,780,888.716782407,0,2,47,38,0,First Post,65,Poor not in post,Student,Grateful not in post,0
0,0,0,0,6,0,0,0,First Post,52,Poor not in post,No student,Grateful not in post,-5
0,4,51.2621990741,0,6,3,2,0,First Post,62,Poor not in post,No student,Grateful not in post,1
0,1,0,0,1,1,0,0,First Post,22,Poor not in post,Student,Grateful not in post,6
0,627,637.068622685,634.987511574,2,28,9,1,Posted Before,50,Poor not in post,No student,Grateful not in post,6
0,0,0,0,19,0,0,0,First Post,119,Poor not in post,No student,Grateful not in post,10
0,626,753.232800926,0,9,24,19,0,First Post,NA,Poor not in post,No student,Grateful not in post,NA
0,1448,1115.6180787,0,2,51,49,0,First Post,56,Poor not in post,No student,Grateful not in post,0
1,85,467.293206019,0,4,7,12,0,First Post,66,Poor not in post,No student,Grateful not in post,1
1,0,0,0,4,0,0,0,First Post,103,Poor not in post,No student,Grateful not in post,2
0,71,89.5816203704,0,1,7,0,0,First Post,41,Poor in post,No student,Grateful not in post,-2
1,51,0.205775462963,0,6,1,3,0,First Post,377,Poor not in post,No student,Grateful not in post,24
0,2167,135.954814815,0,61,8,25,0,First Post,4,Poor not in post,No student,Grateful not in post,2
1,4421,838.134247685,241.866064815,3,47,97,1,Posted Before,52,Poor not in post,No student,Grateful not in post,0
0,517,128.163773148,10.2138078704,3,21,13,0,First Post,21,Poor not in post,Student,Grateful not in post,2
0,2136,687.385115741,2.05915509259,4,44,21,1,Posted Before,42,Poor not in post,No student,Grateful not in post,0
0,1370,436.018935185,0,2,27,9,0,First Post,23,Poor not in post,No student,Grateful not in post,-2
0,0,0,0,4,0,0,0,First Post,179,Poor not in post,No student,Grateful not in post,-6
0,0,0,0,4,0,0,0,First Post,32,Poor not in post,No student,Grateful not in post,0
0,0,0,0,1,0,0,0,First Post,65,Poor not in post,No student,Grateful not in post,-7
0,0,0,0,3,0,0,0,First Post,17,Poor not in post,No student,Grateful not in post,0
0,46,724.309641204,0,2,11,3,0,First Post,157,Poor not in post,No student,Grateful not in post,-5
0,0,0,0,1,0,0,0,First Post,30,Poor not in post,No student,Grateful not in post,3
0,0,0,0,3,0,0,0,First Post,114,Poor not in post,No student,Grateful in post,6
0,2502,531.384444444,0,2,16,25,0,First Post,474,Poor not in post,No student,Grateful not in post,-12
1,52,34.7396875,0,7,8,2,0,First Post,40,Poor not in post,No student,Grateful not in post,4
1,2059,542.877905093,0,20,36,69,0,First Post,53,Poor not in post,No student,Grateful not in post,-2
0,-3,181.189525463,0,8,2,2,0,First Post,56,Poor not in post,No student,Grateful not in post,6
0,2859,404.324502315,0,5,74,69,0,First Post,101,Poor not in post,No student,Grateful not in post,5
0,1987,183.626875,84.0124768519,4,46,24,0,First Post,23,Poor not in post,Student,Grateful not in post,-1
0,2981,689.197800926,0,2,27,42,0,First Post,44,Poor not in post,No student,Grateful not in post,2
0,1,0,0,1,1,0,0,First Post,37,Poor not in post,No student,Grateful not in post,-5
0,362,54.5855902778,0,4,8,4,0,First Post,20,Poor not in post,No student,Grateful not in post,-3
1,598,226.881273148,0,4,62,4,0,First Post,53,Poor not in post,No student,Grateful not in post,11
1,494,32.0552777778,0,6,7,2,0,First Post,79,Poor not in post,No student,Grateful not in post,7
1,0,0,0,3,0,0,0,First Post,12,Poor not in post,No student,Grateful not in post,3
1,512,314.544467593,0,22,31,22,0,First Post,4,Poor not in post,No student,Grateful not in post,4
0,-1,0,0,1,1,0,0,First Post,23,Poor not in post,No student,Grateful not in post,0
0,0,0,0,38,0,0,0,First Post,45,Poor not in post,No student,Grateful not in post,0
0,0,0,0,5,0,0,0,First Post,41,Poor not in post,No student,Grateful not in post,6
1,537,237.125717593,0.172800925926,3,16,6,0,First Post,43,Poor not in post,No student,Grateful not in post,10
0,1085,286.383553241,0,2,16,4,0,First Post,85,Poor not in post,No student,Grateful not in post,5
0,-1,13.9155208333,0,12,2,1,0,First Post,69,Poor not in post,No student,Grateful not in post,2
0,1,0,0,1,1,0,0,First Post,100,Poor not in post,No student,Grateful not in post,-3
1,85,70.7646412037,0,4,8,3,0,First Post,58,Poor in post,No student,Grateful not in post,0
0,1204,544.690462963,0,4,39,15,0,First Post,28,Poor not in post,No student,Grateful not in post,2
0,1,89.5592939815,0,1,1,0,0,First Post,40,Poor not in post,No student,Grateful not in post,-2
1,2026,1289.2058912,0,35,35,2,0,First Post,95,Poor not in post,No student,Grateful not in post,11
0,55,22.9918055556,0,3,5,1,0,First Post,17,Poor not in post,No student,Grateful not in post,0
0,613,238.791203704,0,4,13,5,0,First Post,56,Poor not in post,No student,Grateful not in post,0
0,1193,1774.75299769,0,5,32,12,0,First Post,46,Poor not in post,No student,Grateful not in post,1
1,1010,276.095960648,0,17,22,15,0,First Post,174,Poor not in post,No student,Grateful in post,-1
1,2064,484.1215625,0,31,55,25,0,First Post,15,Poor not in post,No student,Grateful not in post,2
0,273,53.8294097222,0,4,6,2,0,First Post,73,Poor not in post,No student,Grateful not in post,0
1,2873,346.690717593,288.951018519,20,29,45,0,First Post,125,Poor not in post,No student,Grateful not in post,-7
1,230,66.5253472222,4.64951388889,12,16,4,0,First Post,119,Poor not in post,No student,Grateful not in post,1
0,280,159.515694444,0,1,21,2,0,First Post,95,Poor not in post,No student,Grateful not in post,-10
0,182,516.893611111,0,18,13,17,0,First Post,155,Poor not in post,No student,Grateful not in post,2
0,18,24.951099537,24.951099537,2,2,0,0,First Post,77,Poor not in post,No student,Grateful not in post,0
0,95,366.207638889,0,4,11,4,0,First Post,58,Poor not in post,No student,Grateful not in post,-1
1,11,0,0,11,1,0,0,First Post,85,Poor not in post,No student,Grateful not in post,7
1,167,227.534664352,0,1,9,1,0,First Post,98,Poor not in post,No student,Grateful not in post,0
0,39,167.976643519,0,9,6,0,0,First Post,43,Poor not in post,No student,Grateful not in post,-6
0,5963,395.605486111,1.80844907407,6,29,30,0,First Post,74,Poor not in post,No student,Grateful in post,7
0,11128,402.027511574,0,9,49,67,0,First Post,173,Poor not in post,No student,Grateful not in post,7
0,14,22.0283449074,0,7,4,0,0,First Post,36,Poor not in post,No student,Grateful not in post,8
0,0,0,0,2,0,0,0,First Post,86,Poor not in post,No student,Grateful not in post,-3
0,30,177.36318287,0,1,7,1,0,First Post,20,Poor not in post,No student,Grateful not in post,2
0,946,347.539768519,0,4,28,28,0,First Post,25,Poor not in post,No student,Grateful not in post,2
1,0,0,0,70,0,0,0,First Post,245,Poor not in post,No student,Grateful not in post,4
0,1652,741.009236111,0,10,48,55,0,First Post,74,Poor not in post,No student,Grateful not in post,-5
0,1,0,0,1,1,0,0,First Post,171,Poor not in post,No student,Grateful not in post,4
0,4107,639.279733796,488.168043981,5,37,82,0,First Post,48,Poor not in post,No student,Grateful not in post,5
0,375,22.9576388889,0,4,29,11,0,First Post,119,Poor not in post,No student,Grateful not in post,-5
1,168,77.3211458333,0,24,7,6,0,First Post,44,Poor not in post,No student,Grateful not in post,1
0,0,98.0899074074,0,4,1,0,0,First Post,66,Poor not in post,No student,Grateful not in post,-4
0,274,53.7813194444,0,2,21,2,0,First Post,487,Poor in post,No student,Grateful not in post,-8
1,0,0,0,10,0,0,0,First Post,33,Poor not in post,Student,Grateful not in post,2
1,15,50.6541782407,0,16,7,0,0,First Post,34,Poor not in post,Student,Grateful not in post,3
0,12,11.9139814815,0.953321759259,5,9,4,0,First Post,110,Poor in post,Student,Grateful not in post,4
0,574,207.037800926,0,3,11,19,0,First Post,26,Poor not in post,No student,Grateful not in post,0
0,1,0,0,1,1,0,0,First Post,NA,Poor not in post,No student,Grateful not in post,NA
0,165,112.606921296,0,4,7,23,0,First Post,239,Poor not in post,No student,Grateful not in post,-3
0,3585,239.49150463,0,4,59,92,0,First Post,77,Poor not in post,No student,Grateful not in post,1
1,113,172.866018519,0,9,5,5,0,First Post,57,Poor not in post,No student,Grateful not in post,1
0,0,0,0,1,0,0,0,First Post,20,Poor not in post,No student,Grateful not in post,-3
1,9,65.6203125,0,5,2,1,0,First Post,56,Poor in post,No student,Grateful not in post,-2
0,1413,346.989293981,0,3,30,22,0,First Post,34,Poor not in post,No student,Grateful not in post,0
0,1,0,0,9,1,0,0,First Post,53,Poor not in post,No student,Grateful not in post,1
0,557,442.837430556,0,2,22,9,0,First Post,56,Poor not in post,No student,Grateful not in post,4
0,119,81.0837731481,0,7,10,15,0,First Post,80,Poor not in post,No student,Grateful not in post,5
1,245,14.4830902778,0,10,11,9,0,First Post,224,Poor not in post,No student,Grateful not in post,14
0,24,188.858460648,0,5,3,4,0,First Post,86,Poor not in post,No student,Grateful not in post,-3
1,399,728.751273148,0,21,21,4,0,First Post,42,Poor not in post,No student,Grateful not in post,7
0,0,0,0,2,0,0,0,First Post,91,Poor not in post,No student,Grateful not in post,1
0,174,197.895,0,2,19,7,0,First Post,26,Poor not in post,No student,Grateful not in post,0
0,854,202.696608796,0,2,5,14,0,First Post,106,Poor not in post,No student,Grateful not in post,4
0,815,105.177928241,0,23,13,31,0,First Post,NA,Poor not in post,No student,Grateful not in post,NA
0,0,0,0,4,0,0,0,First Post,67,Poor not in post,No student,Grateful not in post,-8
0,0,0,0,11,0,0,0,First Post,43,Poor not in post,No student,Grateful not in post,1
0,387,99.8525231481,0,13,18,14,0,First Post,143,Poor not in post,No student,Grateful not in post,-3
0,2082,42.5161689815,40.8645717593,3,9,6,2,Posted Before,NA,Poor not in post,No student,Grateful not in post,NA
0,2394,405.17119213,0,2,34,29,0,First Post,65,Poor not in post,No student,Grateful not in post,1
0,702,398.253668981,0,9,23,22,0,First Post,NA,Poor not in post,No student,Grateful not in post,NA
0,1297,374.880810185,2.01157407407,2,61,101,0,First Post,309,Poor not in post,No student,Grateful not in post,-30
1,107,40.882025463,39.8718402778,2,15,10,1,Posted Before,49,Poor not in post,No student,Grateful not in post,6
0,1026,185.8775,0,3,12,6,0,First Post,27,Poor not in post,No student,Grateful not in post,0
1,574,372.607268519,0,9,10,5,0,First Post,139,Poor not in post,No student,Grateful not in post,-22
0,755,1078.71476852,0,16,53,35,0,First Post,46,Poor not in post,No student,Grateful not in post,6
0,196,9.95914351852,0,3,7,3,0,First Post,49,Poor not in post,No student,Grateful not in post,4
0,3494,482.902407407,0,8,90,320,0,First Post,29,Poor not in post,No student,Grateful not in post,0
0,16,57.2855439815,0,5,3,3,0,First Post,158,Poor not in post,No student,Grateful not in post,-1
1,3420,358.592256944,0,6,53,24,0,First Post,249,Poor not in post,No student,Grateful not in post,6
1,13,138.497013889,0,10,2,1,0,First Post,95,Poor not in post,No student,Grateful not in post,4
0,19298,417.89556713,0,5,52,231,0,First Post,30,Poor not in post,No student,Grateful not in post,-2
0,652,345.584236111,0,5,22,30,0,First Post,53,Poor not in post,No student,Grateful not in post,5
0,37,199.835462963,0,2,7,2,0,First Post,86,Poor not in post,No student,Grateful not in post,8
0,0,0,0,32,0,0,0,First Post,118,Poor in post,No student,Grateful not in post,-6
0,0,0,0,2,0,0,0,First Post,83,Poor not in post,No student,Grateful not in post,3
1,0,0,0,4,0,0,0,First Post,141,Poor not in post,No student,Grateful not in post,-3
0,585,186.846527778,25.2155324074,3,43,60,1,Posted Before,103,Poor not in post,No student,Grateful not in post,-3
0,38,234.86150463,0,2,4,3,0,First Post,57,Poor in post,No student,Grateful not in post,1
0,77,265.169259259,0,4,15,25,0,First Post,64,Poor not in post,No student,Grateful not in post,3
0,673,855.681967593,0,1,48,10,0,First Post,72,Poor not in post,No student,Grateful not in post,-4
0,36,89.8741087963,54.6203587963,4,4,1,0,First Post,25,Poor not in post,No student,Grateful not in post,-1
0,3703,211.538391204,0,2,34,12,0,First Post,71,Poor not in post,No student,Grateful not in post,-4
0,243,55.1110763889,0,2,10,10,0,First Post,15,Poor not in post,No student,Grateful not in post,0
0,3,59.8631134259,0,7,2,1,0,First Post,1,Poor not in post,No student,Grateful not in post,0
0,214,588.565648148,0,1,18,12,0,First Post,40,Poor not in post,No student,Grateful not in post,0
0,533,170.202581019,35.0184837963,2,46,5,0,First Post,59,Poor not in post,No student,Grateful not in post,4
0,1885,5.81190972222,0,5,6,4,0,First Post,76,Poor not in post,No student,Grateful not in post,-7
1,3016,578.272337963,467.064780093,2,67,102,2,Posted Before,30,Poor not in post,No student,Grateful not in post,-4
1,5205,334.641759259,22.7767824074,1,67,46,0,First Post,57,Poor not in post,Student,Grateful not in post,-1
0,0,0,0,9,0,0,0,First Post,117,Poor not in post,No student,Grateful not in post,8
1,5,22.9944907407,0,11,4,4,0,First Post,85,Poor not in post,No student,Grateful not in post,-1
0,2236,330.679861111,101.992222222,4,50,113,0,First Post,63,Poor not in post,No student,Grateful not in post,1
1,2127,225.912997685,0,7,16,41,0,First Post,85,Poor not in post,No student,Grateful not in post,8
0,278,444.609814815,0,2,38,6,0,First Post,86,Poor not in post,No student,Grateful not in post,5
0,0,0,0,1,0,0,0,First Post,52,Poor not in post,No student,Grateful not in post,-1
0,1095,835.075347222,0,7,49,14,0,First Post,74,Poor not in post,No student,Grateful not in post,1
0,1229,589.612511574,0,25,15,72,0,First Post,24,Poor not in post,No student,Grateful not in post,-1
1,101,291.049363426,0,6,7,3,0,First Post,288,Poor not in post,Student,Grateful not in post,-4
0,5,53.902037037,0,4,2,1,0,First Post,52,Poor not in post,No student,Grateful not in post,12
1,4529,107.608136574,0,10,41,20,0,First Post,260,Poor not in post,No student,Grateful not in post,5
0,2,0.0578587962963,0.0578587962963,4,1,1,1,Posted Before,76,Poor not in post,No student,Grateful not in post,0
0,255,168.967395833,0,3,14,5,0,First Post,25,Poor not in post,No student,Grateful not in post,4
0,54,6.5184375,0,1,4,1,0,First Post,30,Poor not in post,No student,Grateful not in post,4
0,948,500.885185185,0,8,31,47,0,First Post,89,Poor not in post,No student,Grateful not in post,1
0,5,0,0,4,1,0,0,First Post,72,Poor not in post,No student,Grateful not in post,-1
0,2083,202.998946759,0,2,21,7,0,First Post,99,Poor not in post,No student,Grateful not in post,1
0,109,81.2698958333,0,6,1,4,0,First Post,NA,Poor not in post,No student,Grateful not in post,NA
0,31,27.0095949074,0,2,3,4,0,First Post,88,Poor not in post,No student,Grateful not in post,-1
1,5432,203.954016204,97.7316550926,34,65,40,1,Posted Before,2,Poor not in post,No student,Grateful not in post,0
0,447,528.922939815,0,2,15,4,0,First Post,31,Poor not in post,No student,Grateful not in post,0
0,8018,604.940289352,0,6,83,33,0,First Post,31,Poor in post,Student,Grateful not in post,-2
1,18,19.5716319444,0,4,4,4,0,First Post,96,Poor in post,Student,Grateful not in post,1
0,861,326.739733796,0,19,15,4,0,First Post,101,Poor not in post,No student,Grateful not in post,4
0,0,0,0,3,0,0,0,First Post,41,Poor not in post,No student,Grateful not in post,-2
1,5887,253.455011574,0.0399537037037,3,20,9,1,Posted Before,68,Poor not in post,No student,Grateful not in post,-2
0,3406,504.077847222,0,3,29,32,0,First Post,95,Poor not in post,No student,Grateful not in post,2
1,54,255.614085648,0,10,10,5,0,First Post,NA,Poor not in post,No student,Grateful not in post,NA
0,1,0,0,1,1,0,0,First Post,49,Poor not in post,Student,Grateful not in post,4
1,587,442.059733796,0,16,12,17,0,First Post,90,Poor not in post,No student,Grateful not in post,3
1,463,73.057349537,8.73811342593,2,11,4,2,Posted Before,36,Poor not in post,No student,Grateful not in post,0
0,33,28.6946180556,15.2456828704,12,8,1,1,Posted Before,48,Poor not in post,No student,Grateful not in post,3
0,1058,374.671122685,337.674340278,2,27,23,0,First Post,43,Poor not in post,No student,Grateful not in post,3
0,1493,73.844525463,0,6,11,28,0,First Post,7,Poor not in post,No student,Grateful not in post,3
1,0,0,0,2,0,0,0,First Post,19,Poor not in post,No student,Grateful not in post,0
0,18,83.0227777778,0.163703703704,8,11,7,0,First Post,108,Poor not in post,No student,Grateful not in post,8
0,0,0,0,2,0,0,0,First Post,90,Poor not in post,No student,Grateful not in post,9
0,3,0,0,4,1,0,0,First Post,58,Poor not in post,No student,Grateful not in post,4
1,45,49.7045486111,0,9,3,0,0,First Post,102,Poor not in post,No student,Grateful not in post,7
0,883,346.69912037,0,2,17,13,0,First Post,51,Poor not in post,No student,Grateful not in post,-1
0,0,0,0,13,0,0,0,First Post,328,Poor not in post,No student,Grateful not in post,-9
1,1116,206.155729167,0,6,21,20,0,First Post,34,Poor not in post,No student,Grateful not in post,-2
1,2247,559.72806713,551.983564815,4,50,55,0,First Post,55,Poor not in post,No student,Grateful not in post,-8
0,247,276.846736111,0,2,28,16,0,First Post,15,Poor not in post,No student,Grateful not in post,0
0,882,433.073981481,0,5,30,29,0,First Post,37,Poor not in post,No student,Grateful not in post,0
1,44,39.0505208333,34.6636805556,5,10,1,0,First Post,78,Poor not in post,No student,Grateful not in post,-3
0,0,0,0,3,0,0,0,First Post,58,Poor not in post,No student,Grateful not in post,3
0,96,25.7517476852,0,1,7,6,0,First Post,53,Poor not in post,No student,Grateful not in post,2
0,290,167.281180556,0,1,19,5,0,First Post,13,Poor not in post,No student,Grateful not in post,0
0,8,49.7790972222,9.51478009259,6,3,1,0,First Post,5,Poor not in post,No student,Grateful not in post,NA
1,0,0,0,1,0,0,0,First Post,100,Poor not in post,No student,Grateful not in post,-3
0,54,137.477731481,6.73292824074,7,14,6,0,First Post,19,Poor not in post,No student,Grateful not in post,2
0,0,0,0,4,0,0,0,First Post,118,Poor not in post,No student,Grateful not in post,12
1,389,619.523993056,0,10,9,2,0,First Post,32,Poor not in post,No student,Grateful not in post,8
0,0,0,0,5,0,0,0,First Post,83,Poor not in post,No student,Grateful not in post,-2
1,2292,287.8025,0,2,36,53,0,First Post,47,Poor not in post,Student,Grateful not in post,-1
1,424,60.9103240741,0,30,11,2,0,First Post,107,Poor not in post,No student,Grateful not in post,-9
0,19,65.7805324074,0,2,7,2,0,First Post,47,Poor not in post,No student,Grateful not in post,2
0,641,4.23305555556,0,7,4,4,0,First Post,17,Poor not in post,No student,Grateful in post,3
